title,rating,clusters
Beauty and the Beast (La belle et la bête) (1946),3.25,3
"Birth of a Nation, The (1915)",2.0,3
Juliet of the Spirits (Giulietta degli spiriti) (1965),3.25,0
"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",3.5,3
Red River (1948),4.0,1
"Woman Under the Influence, A (1974)",5.0,3
Stagecoach (1939),3.5,0
"Shot in the Dark, A (1964)",2.5,0
"Navigator, The (1924)",3.5,4
"Court Jester, The (1956)",3.5,0
Bullitt (1968),3.875,1
Jezebel (1938),3.8333333333333335,3
"Hunchback of Notre Dame, The (1939)",3.5,3
42nd Street (1933),4.0,3
That Touch of Mink (1962),3.75,4
Sweet Dreams (1985),3.0,3
"Play It Again, Sam (1972)",3.75,4
Send Me No Flowers (1964),3.25,4
Pygmalion (1938),3.5,0
"Passage to India, A (1984)",4.0,2
Black Orpheus (Orfeu Negro) (1959),4.0,3
Amarcord (1973),4.0,4
Hero (Ying xiong) (2002),3.9210526315789473,1
Horse Feathers (1932),4.0,4
Anna Karenina (1935),3.5,3
"Front Page, The (1974)",3.75,4
Rivers and Tides (2001),5.0,3
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),4.0,2
Doc Hollywood (1991),3.0,2
Dragnet (1987),2.5,0
Madhouse (1990),3.5,4
1941 (1979),2.6666666666666665,4
Foul Play (1978),2.75,4
Crime Story (Zhong an zu) (1993),3.25,1
Beyond the Clouds (Al di là delle nuvole) (1996),3.0,2
"Collector, The (1965)",0.5,3
Deep Red (Profondo rosso) (1975),2.6,5
Diabolique (Les diaboliques) (1955),3.125,5
Leprechaun (1993),2.3,4
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),3.75,0
Adam's Rib (1949),4.75,4
King of Hearts (1966),5.0,0
Naked Lunch (1991),3.4444444444444446,3
Grass (1999),3.1666666666666665,3
Spring Forward (1999),2.0,3
Run (1991),3.5,5
"Summer Place, A (1959)",3.0,3
"Night at the Opera, A (1935)",4.111111111111111,0
"Element of Crime, The (Forbrydelsens Element) (1984)",4.0,3
"Cooler, The (2003)",3.55,0
In America (2002),3.8571428571428568,3
My Flesh and Blood (2003),4.0,3
Honey (2003),3.0,2
"Last Samurai, The (2003)",3.9032258064516134,1
Big Fish (2003),3.8333333333333335,0
Something's Gotta Give (2003),3.647058823529412,0
Stuck on You (2003),2.8,4
Girl with a Pearl Earring (2003),3.375,3
"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,1
Mona Lisa Smile (2003),2.8,3
Calendar Girls (2003),2.625,4
"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.307692307692308,1
House of Sand and Fog (2003),3.7777777777777777,3
Monster (2003),3.5294117647058822,2
Cheaper by the Dozen (2003),1.9375,1
Cold Mountain (2003),3.2916666666666665,3
Paycheck (2003),2.9117647058823533,5
Peter Pan (2003),3.083333333333333,1
"Company, The (2003)",3.0,2
Japanese Story (2003),3.0,3
Chasing Liberty (2004),3.9375,4
Aileen: Life and Death of a Serial Killer (2003),3.5,3
Along Came Polly (2004),3.0416666666666665,4
Torque (2004),2.25,1
Crimson Gold (Talaye sorgh) (2003),3.5,3
Osama (2003),3.5,3
"Great Gatsby, The (1974)",3.0,3
Wuthering Heights (1992),2.5,1
Ship of Fools (1965),3.5,3
Jane Eyre (1970),3.5,3
Blame It on the Bellboy (1992),2.0,4
Only the Strong (1993),3.0,1
"Adventures of Ford Fairlane, The (1990)",3.0,1
Beyond Re-Animator (2003),3.0,2
"Wind and the Lion, The (1975)",3.0,2
Mon Oncle (My Uncle) (1958),3.8333333333333335,4
Dr. Jekyll and Mr. Hyde (1941),3.75,3
"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3.5,4
People Will Talk (1951),3.5,0
I Was a Male War Bride (1949),4.25,4
To Have and Have Not (1944),3.5,0
High Sierra (1941),4.166666666666667,0
Dark Passage (1947),4.0,0
"Ox-Bow Incident, The (1943)",4.5,3
They Drive by Night (1940),4.0,3
Reefer Madness (a.k.a. Tell Your Children) (1938),3.25,0
D.O.A. (1950),2.5,1
Pumping Iron (1977),3.6666666666666665,3
Cool World (1992),2.5,1
"Strada, La (1954)",4.25,3
Ichi the Killer (Koroshiya 1) (2001),3.4166666666666665,1
"Boy and His Dog, A (1975)",4.0,3
Ashes and Diamonds (Popiól i diament) (1958),4.0,3
Intolerance: Love's Struggle Throughout the Ages (1916),3.5,3
Chitty Chitty Bang Bang (1968),3.4545454545454546,2
Where the Day Takes You (1992),4.0,3
The Butterfly Effect (2004),3.6304347826086962,5
Win a Date with Tad Hamilton! (2004),2.8125,4
Touching the Void (2003),4.0,2
"Big Bounce, The (2004)",2.0,0
"Perfect Score, The (2004)",2.75,4
You Got Served (2004),2.125,3
Latter Days (2003),3.5,0
Barbershop 2: Back in Business (2004),2.1666666666666665,4
Catch That Kid (2004),2.0,1
Miracle (2004),3.35,3
"Dreamers, The (2003)",3.7307692307692313,3
"Lost Skeleton of Cadavra, The (2002)",4.0,4
Thirteen (2003),3.611111111111111,3
Best Defense (1984),2.5,1
50 First Dates (2004),3.5531914893617023,4
Welcome to Mooseport (2004),3.25,4
Kitchen Stories (Salmer fra kjøkkenet) (2003),3.6666666666666665,0
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),3.6666666666666665,3
Diary of a Country Priest (Journal d'un curé de campagne) (1951),3.5,3
"Thief of Bagdad, The (1924)",3.5,5
The Diary of Anne Frank (1959),4.0,3
Allegro non troppo (1977),4.0,1
Black Widow (1987),2.5,0
"Herod's Law (Ley de Herodes, La) (2000)",3.0,0
Flesh & Blood (1985),3.0,1
King Solomon's Mines (1985),2.5,1
Raw Deal (1986),3.333333333333333,1
"Goodbye, Mr. Chips (1939)",3.6666666666666665,3
"Follow Me, Boys! (1966)",0.5,0
Against the Ropes (2004),2.0,0
Confessions of a Teenage Drama Queen (2004),2.375,4
EuroTrip (2004),3.1333333333333333,1
"Passion of the Christ, The (2004)",2.6153846153846154,3
Club Dread (2004),2.083333333333333,4
Dirty Dancing: Havana Nights (2004),3.4,3
Twisted (2004),2.75,3
"Good bye, Lenin! (2003)",3.804347826086957,0
Hidalgo (2004),3.3181818181818183,2
Starsky & Hutch (2004),3.2857142857142856,1
"Reckoning, The (2004)",3.5,0
Persona (1966),3.75,3
"Passion of Anna, The (Passion, En) (1969)",3.5,3
"Corbeau, Le (Raven, The) (1943)",4.25,0
Pickup on South Street (1953),4.0,3
"Damned, The (La Caduta degli dei) (1969)",3.5,3
Just One of the Guys (1985),2.75,4
Agent Cody Banks 2: Destination London (2004),4.0,1
"Girl Next Door, The (2004)",3.125,4
Secret Window (2004),3.3,1
Spartan (2004),3.5,3
Broken Wings (Knafayim Shvurot) (2002),3.0,3
Wilbur Wants to Kill Himself (2002),4.0,0
Mad Dog and Glory (1993),3.333333333333333,0
Peyton Place (1957),3.5,3
Dawn of the Dead (2004),3.90625,0
Eternal Sunshine of the Spotless Mind (2004),4.1603053435114505,3
Taking Lives (2004),3.25,0
Intermission (2003),4.0,4
Jersey Girl (2004),2.9375,0
"Ladykillers, The (2004)",2.571428571428572,4
Never Die Alone (2004),3.5,0
Scooby-Doo 2: Monsters Unleashed (2004),2.25,1
Dogville (2003),4.025,3
Ned Kelly (2003),3.0,3
Hellboy (2004),3.3780487804878048,1
"Prince & Me, The (2004)",3.071428571428572,4
Walking Tall (2004),3.0,1
"United States of Leland, The (2003)",3.5,0
The Alamo (2004),3.5,0
Ella Enchanted (2004),3.3571428571428568,0
"Whole Ten Yards, The (2004)",3.1428571428571432,1
I'm Not Scared (Io non ho paura) (2003),4.25,3
"Ten Commandments, The (1956)",3.75,2
Dawn of the Dead (1978),3.975,0
Those Magnificent Men in Their Flying Machines (1965),2.5,1
Cheaper by the Dozen (1950),2.75,0
Scenes From a Marriage (Scener ur ett äktenskap) (1973),4.0,3
Going in Style (1979),2.5,0
After Hours (1985),3.7857142857142856,4
Kill Bill: Vol. 2 (2004),3.868181818181818,5
"Punisher, The (2004)",3.5,5
Paper Clips (2004),3.25,3
13 Going on 30 (2004),3.1904761904761907,0
Man on Fire (2004),3.628571428571429,1
Envy (2004),2.75,4
Godsend (2004),2.5,1
Laws of Attraction (2004),2.75,4
Mean Girls (2004),3.756410256410256,4
Van Helsing (2004),2.708333333333333,1
"Mudge Boy, The (2003)",3.0,3
Breakin' All the Rules (2004),3.5,0
Troy (2004),3.427083333333333,1
Carandiru (2003),4.5,2
Coffee and Cigarettes (2003),3.583333333333333,0
Eye See You (D-Tox) (2002),2.5,1
Watch on the Rhine (1943),4.0,3
Enemy Mine (1985),4.0,2
Enter the Dragon (1973),4.038461538461538,1
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),4.75,3
Henry & June (1990),4.0,3
Martin (1977),4.0,3
"Three Faces of Eve, The (1957)",4.0,3
100 Girls (2000),3.25,4
Fail-Safe (1964),4.0,3
Paperhouse (1988),3.5,5
Dobermann (1997),2.5,1
Kwaidan (Kaidan) (1964),2.5,1
28 Up (1985),4.0,3
You Only Live Twice (1967),3.8333333333333335,1
Octopussy (1983),3.3125,5
Wit (2001),4.5,3
Never Say Never Again (1983),3.125,5
Pride and Prejudice (1940),3.6666666666666665,0
"Fountainhead, The (1949)",3.25,3
Woman of the Year (1942),4.0,4
"Samouraï, Le (Godson, The) (1967)",4.0,0
Oklahoma! (1955),4.5,0
Desert Hearts (1985),4.5,3
Body Double (1984),2.5,1
Chaplin (1992),3.5,3
"Miracle Worker, The (1962)",3.6666666666666665,3
Monster in a Box (1992),4.0,4
School Ties (1992),2.75,3
Raising Cain (1992),0.5,1
Rose Red (2002),3.0,2
Noises Off... (1992),3.75,4
Babylon 5: In the Beginning (1998),2.8,2
"Witchfinder General (Conquerer Worm, The) (1968)",2.0,3
Versus (2000),3.75,1
Pride and Prejudice (1995),3.555555555555556,3
"China Syndrome, The (1979)",3.7,3
"Wages of Fear, The (Salaire de la peur, Le) (1953)",3.3,1
Look Who's Talking Too (1990),1.7857142857142858,4
"Bells of St. Mary's, The (1945)",3.5,3
"Delta Force, The (1986)",2.0,1
Pat and Mike (1952),4.0,4
Animal Crackers (1930),4.125,4
"He Said, She Said (1991)",2.0,0
Bedazzled (1967),2.0,4
Cat People (1942),4.0,3
Camelot (1967),4.0,3
"Lonely Guy, The (1984)",3.5,4
"Four Musketeers, The (1974)",2.75,1
Protocol (1984),3.0,4
"Postman Always Rings Twice, The (1946)",3.6666666666666665,0
Matinee (1993),3.0,2
Baxter (1989),0.5,3
Explorers (1985),3.5,0
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",4.0,3
Pierrot le fou (1965),3.875,2
Weekend (a.k.a. Le Week-end) (Week End) (1967),4.0,3
Tuesdays with Morrie (1999),3.5,3
Alexander Nevsky (Aleksandr Nevskiy) (1938),4.0,0
Jason and the Argonauts (1963),3.5,5
"Tinker, Tailor, Soldier, Spy (1979)",3.625,3
Throne of Blood (Kumonosu jô) (1957),4.0,5
"Best of Youth, The (La meglio gioventù) (2003)",4.75,3
"Bang, Bang, You're Dead (2002)",4.0,3
Twister (1990),1.5,4
Sniper (1993),3.0,2
Genghis Blues (1999),3.5,3
"11'09""01 - September 11 (2002)",4.0,3
"Warriors, The (1979)",3.9375,1
Babylon 5: A Call to Arms (1999),3.333333333333333,2
Babylon 5: The River of Souls (1998),4.0,3
Babylon 5: Thirdspace (1998),3.6666666666666665,3
True Stories (1986),5.0,4
"Virgin Spring, The (Jungfrukällan) (1960)",3.75,2
Mogambo (1953),3.0,2
"Secret Life of Walter Mitty, The (1947)",3.5,0
Another Thin Man (1939),3.5,0
"Thin Man Goes Home, The (1945)",3.5,0
Shadow of the Thin Man (1941),3.5,0
After the Thin Man (1936),2.833333333333333,0
Song of the Thin Man (1947),3.5,0
Love Crazy (1941),3.5,4
Gunga Din (1939),3.1666666666666665,1
Children of Dune (2003),3.75,1
Dune (2000),4.375,3
Lammbock (2001),4.5,4
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",3.5,1
Tremors II: Aftershocks (1996),2.7,0
Tremors 3: Back to Perfection (2001),3.0,0
Notorious C.H.O. (2002),3.5,4
The Plague of the Zombies (1966),3.0,2
I Walked with a Zombie (1943),2.0,3
Highway 61 (1991),3.25,4
How to Succeed in Business Without Really Trying (1967),4.25,4
Pat Garrett and Billy the Kid (1973),3.75,3
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",3.0,2
"Duck, You Sucker (1971)",3.5,1
Bring Me the Head of Alfredo Garcia (1974),3.5,0
Ride the High Country (1962),3.5,0
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5,1
Frankenstein Must Be Destroyed (1969),3.0,2
Gidget (1959),3.5,4
Desperate Living (1977),3.5,0
Stray Dog (Nora inu) (1949),3.5,5
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",4.25,1
High and Low (Tengoku to jigoku) (1963),4.0,0
"People Under the Stairs, The (1991)",3.75,5
Dark Days (2000),3.6666666666666665,3
Zelig (1983),4.0,4
Shame (Skammen) (1968),4.0,3
"Silence, The (Tystnaden) (1963)",3.5,3
Winter Light (Nattvardsgästerna) (1963),3.5,3
Through a Glass Darkly (Såsom i en spegel) (1961),4.5,3
The Magician (1958),4.5,3
"Killers, The (1946)",4.0,3
"Night of the Iguana, The (1964)",3.0,2
Nightbreed (1990),2.0,1
Ken Park (2002),4.5,3
Monterey Pop (1968),3.5,0
"Bridge Too Far, A (1977)",3.7857142857142856,0
Infernal Affairs (Mou gaan dou) (2002),4.333333333333333,0
"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",3.25,3
Broadway Danny Rose (1984),4.2,4
From Beyond (1986),4.0,3
Robot Jox (1990),1.0,3
Dolls (1987),2.5,1
Space Truckers (1996),2.0,4
Death Race 2000 (1975),3.6666666666666665,1
"Bucket Of Blood, A (1959)",2.5,1
Brigadoon (1954),4.0,0
"Power of One, The (1992)",4.0,3
"Weather Underground, The (2002)",4.0,3
Kikujiro (Kikujirô no natsu) (1999),3.6666666666666665,0
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.25,3
"Phantom Tollbooth, The (1970)",3.5,0
"Getaway, The (1972)",4.0,1
Dark Water (Honogurai mizu no soko kara) (2002),4.0,3
"Thing Called Love, The (1993)",3.5,0
The Thief (1997),4.5,3
How to Steal a Million (1966),3.6666666666666665,0
"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",2.0,5
Mean Streets (1973),4.0,2
Jack the Bear (1993),1.5,0
I Am a Fugitive from a Chain Gang (1932),3.6666666666666665,0
Hamburger Hill (1987),2.0,0
Sweet Bird of Youth (1962),3.0,3
Frankenstein Unbound (1990),3.0,2
Shiri (Swiri) (1999),3.5,0
Bad Day at Black Rock (1955),3.5,0
In China They Eat Dogs (I Kina spiser de hunde) (1999),4.0,1
Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),4.0,5
Crossroads (1986),3.0,3
"Seducing Doctor Lewis (Grande séduction, La) (2003)",2.0,4
Sunrise: A Song of Two Humans (1927),4.0,3
Shock Corridor (1963),3.5,3
Au revoir les enfants (1987),4.1,3
Pursuit of Happiness (2001),3.5,0
Gladiator (1992),4.333333333333333,1
Attack of the Giant Leeches (1959),2.25,1
Dead or Alive: Hanzaisha (1999),4.25,1
Lola Montès (1955),3.5,3
Charly (1968),4.0,3
Lust for Life (1956),2.5,3
"Dolce Vita, La (1960)",3.75,3
Jin Roh: The Wolf Brigade (Jin-Rô) (1998),3.5,5
Rush (1991),4.0,2
Captain Blood (1935),4.0,0
*batteries not included (1987),3.2857142857142856,1
Educating Rita (1983),3.1666666666666665,0
Sansho the Bailiff (Sanshô dayû) (1954),3.5,3
Zazie dans le métro (1960),3.0,4
"Americanization of Emily, The (1964)",4.0,0
Anne of the Thousand Days (1969),4.0,3
"Avventura, L' (Adventure, The) (1960)",4.0,3
Beyond the Valley of the Dolls (1970),3.5,0
Hiroshima Mon Amour (1959),4.0,3
Ugetsu (Ugetsu monogatari) (1953),2.5,1
"Day of the Jackal, The (1973)",4.083333333333333,1
Night of the Living Dead (1990),4.0,3
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",3.6176470588235294,3
I Love You Again (1940),3.5,0
Safety Last! (1923),4.0,1
Little Murders (1971),5.0,4
Viridiana (1961),4.0,4
Masterminds (1997),4.0,1
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),3.4,1
Arizona Dream (1993),4.25,0
3 Women (Three Women) (1977),4.166666666666667,3
Grey Gardens (1975),3.5,3
Purple Rain (1984),2.7,3
Point of No Return (1993),4.25,1
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",3.75,0
College (1927),3.5,4
Mitchell (1975),0.75,1
"Front Page, The (1931)",3.5,0
Dolls (2002),4.25,3
"Man Who Came to Dinner, The (1942)",4.0,4
Make Way for Tomorrow (1937),3.5,3
"Major and the Minor, The (1942)",3.5,0
"Caine Mutiny, The (1954)",4.0,3
Black Narcissus (1947),4.0,3
Escape from Alcatraz (1979),3.7857142857142856,3
Oliver Twist (1948),3.8333333333333335,2
Shrek 2 (2004),3.5760869565217392,2
"Day After Tomorrow, The (2004)",3.05,1
Raising Helen (2004),2.75,0
Soul Plane (2004),3.75,4
Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),3.375,3
Saved! (2004),3.8928571428571432,0
Harry Potter and the Prisoner of Azkaban (2004),3.9139784946236564,2
Mindhunters (2004),2.6666666666666665,1
"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",3.9583333333333335,1
"Chronicles of Riddick, The (2004)",3.3043478260869565,5
Garfield: The Movie (2004),2.3,0
"Stepford Wives, The (2004)",2.25,0
"Hunting of the President, The (2004)",2.5,1
Napoleon Dynamite (2004),3.3243243243243237,4
"Doctor, The (1991)",4.0,3
"Dresser, The (1983)",3.0,3
Father Hood (1993),2.5,4
Hello Again (1987),2.5,4
Hope Springs (2003),1.0,4
Lover Come Back (1961),3.0,2
Police Academy: Mission to Moscow (1994),0.8,4
Big Wednesday (1978),3.0,2
Hour of the Wolf (Vargtimmen) (1968),4.5,3
Suddenly (1954),3.5,0
Meet the Applegates (1991),2.0,4
Robot Carnival (Roboto kânibauru) (1987),4.0,1
Sands of Iwo Jima (1949),2.5,0
This Island Earth (1955),1.0,3
Blackboard Jungle (1955),3.25,3
Luna Papa (1999),3.5,0
Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970),4.0,0
"Heiress, The (1949)",3.5,3
Johnny Belinda (1948),4.0,3
Super Size Me (2004),3.51,0
"Jetée, La (1962)",4.5,1
Northwest Passage (1940),3.0,1
"Picture of Dorian Gray, The (1945)",2.0,3
"Human Condition I, The (Ningen no joken I) (1959)",4.5,3
Please Don't Eat the Daisies (1960),3.5,0
White Heat (1949),3.6666666666666665,0
"Christmas Carol, A (Scrooge) (1951)",3.25,3
Memphis Belle (1990),3.083333333333333,0
"Cincinnati Kid, The (1965)",0.5,3
Animal Factory (2000),2.5,1
"Hitcher, The (1986)",3.625,1
Show Boat (1951),3.0,0
Fear X (2003),2.25,1
Freaks (1932),3.1666666666666665,0
"Immigrant, The (1917)",4.5,4
Silent Movie (1976),3.5,4
Anna Christie (1930),3.5,3
Dr. Jekyll and Mr. Hyde (1931),2.0,3
Around the World in 80 Days (2004),2.5,1
Dodgeball: A True Underdog Story (2004),3.551282051282051,4
"Terminal, The (2004)",3.3191489361702127,0
Dear Frankie (2004),3.75,3
White Chicks (2004),2.833333333333333,1
"Door in the Floor, The (2004)",2.5,3
"Notebook, The (2004)",3.5657894736842106,3
Two Brothers (Deux frères) (2004),3.5,0
De-Lovely (2004),4.0,3
"Day at the Races, A (1937)",4.0,4
Bob & Carol & Ted & Alice (1969),3.5,0
"Claymation Christmas Celebration, A (1987)",1.5,0
"Happenstance (Battement d'ailes du papillon, Le) (2001)",3.0,2
Comandante (2003),4.0,3
Undead (2003),3.25,1
Into the Woods (1991),5.0,1
Pirates of Silicon Valley (1999),4.0,2
Manufacturing Consent: Noam Chomsky and the Media (1992),4.25,1
Mayor of the Sunset Strip (2003),3.5,3
Killing Me Softly (2002),4.0,3
"Philadelphia Experiment, The (1984)",3.5,0
Juice (1992),4.0,1
Revenge of the Pink Panther (1978),3.25,4
Angels with Dirty Faces (1938),3.75,0
Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933),4.0,4
Taxi (1998),3.2,1
Taxi 3 (2003),3.25,1
Tokyo Godfathers (2003),3.9,2
Our Hospitality (1923),3.25,4
All of Me (1984),2.5,1
"Farmer's Daughter, The (1947)",3.5,4
Overboard (1987),3.0,2
Butterfield 8 (1960),3.0,3
"Exterminating Angel, The (Ángel exterminador, El) (1962)",1.5,0
Fahrenheit 9/11 (2004),3.4864864864864864,3
Roxanne (1987),3.272727272727273,4
Dr. Terror's House of Horrors (1965),1.5,1
"Last Starfighter, The (1984)",3.571428571428572,1
Spider-Man 2 (2004),3.8037974683544302,1
Before Sunset (2004),3.7,3
King Arthur (2004),2.9615384615384617,1
Anchorman: The Legend of Ron Burgundy (2004),3.771929824561404,4
"Cinderella Story, A (2004)",3.2777777777777777,4
"I, Robot (2004)",3.4918032786885247,1
"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",3.9375,2
Long Day's Journey Into Night (1962),3.5,3
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",3.75,2
"Bourne Supremacy, The (2004)",3.786666666666666,5
Catwoman (2004),1.3333333333333333,1
A Home at the End of the World (2004),3.5,3
"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",4.0,3
Flash Gordon Conquers the Universe (1940),1.25,1
"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",3.5,2
Slaughterhouse-Five (1972),4.0,0
"Bachelor and the Bobby-Soxer, The (1947)",3.0,4
Mr. Blandings Builds His Dream House (1948),3.0,4
My Favorite Wife (1940),3.0,2
"New Adventures of Pippi Longstocking, The (1988)",3.0,2
"Snake Pit, The (1948)",3.5,3
"Super, The (1991)",2.0,4
"Leopard, The (Gattopardo, Il) (1963)",4.25,3
"Day of the Locust, The (1975)",2.0,3
To End All Wars (2001),4.0,0
"Woman Is a Woman, A (femme est une femme, Une) (1961)",5.0,0
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",4.0,4
Unprecedented: The 2000 Presidential Election (2002),3.5,3
"Prime of Miss Jean Brodie, The (1969)",4.0,3
My Voyage to Italy (Il mio viaggio in Italia) (1999),3.0,2
"Spy Who Came in from the Cold, The (1965)",0.5,3
Sherlock Holmes and the Secret Weapon (1942),3.0,2
Sherlock Holmes: The Woman in Green (1945),3.5,3
Sherlock Holmes: Dressed to Kill (1946),3.75,1
"Manchurian Candidate, The (2004)",3.0416666666666665,3
Thunderbirds (2004),2.75,1
"Village, The (2004)",3.1923076923076925,3
Garden State (2004),3.7083333333333335,0
Musa the Warrior (Musa) (2001),4.5,1
"Funny Thing Happened on the Way to the Forum, A (1966)",3.1,4
Collateral (2004),3.761363636363636,1
Little Black Book (2004),2.1666666666666665,4
Code 46 (2003),4.5,1
Harold and Kumar Go to White Castle (2004),3.4558823529411766,1
"Princess Diaries 2: Royal Engagement, The (2004)",2.5,1
Danny Deckchair (2003),3.25,4
AVP: Alien vs. Predator (2004),2.8235294117647056,1
We Don't Live Here Anymore (2004),4.0,3
Without a Paddle (2004),2.0,4
Exorcist: The Beginning (2004),2.5,1
"Bill Cosby, Himself (1983)",4.0,4
Anacondas: The Hunt for the Blood Orchid (2004),1.75,2
Suspect Zero (2004),3.5,0
Warriors of Heaven and Earth (Tian di ying xiong) (2003),3.25,1
Vanity Fair (2004),3.5,3
Paparazzi (2004),2.333333333333333,3
Wicker Park (2004),3.333333333333333,3
Alice Doesn't Live Here Anymore (1974),4.166666666666667,3
Who's That Knocking at My Door? (1967),1.0,3
Camera Buff (Amator) (1979),3.0,3
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",3.5,3
Cellular (2004),2.8571428571428568,1
Resident Evil: Apocalypse (2004),2.9285714285714284,1
Mr. 3000 (2004),2.6666666666666665,0
Sky Captain and the World of Tomorrow (2004),2.6388888888888893,1
Wimbledon (2004),3.111111111111111,4
First Daughter (2004),3.333333333333333,4
"Forgotten, The (2004)",2.5,1
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",3.796296296296296,2
Shaun of the Dead (2004),4.0064935064935066,4
"Come Back, Little Sheba (1952)",4.0,3
Murder on the Orient Express (1974),3.25,5
Mask (1985),3.4285714285714284,3
Orca: The Killer Whale (1977),1.5,0
1492: Conquest of Paradise (1992),2.5,2
Cannibal Holocaust (1980),2.6666666666666665,3
Shark Tale (2004),2.3461538461538463,0
Ladder 49 (2004),3.6666666666666665,5
I Heart Huckabees (2004),3.452380952380953,4
Raise Your Voice (2004),5.0,3
Taxi (2004),1.75,1
Primer (2004),3.794117647058824,3
Stage Beauty (2004),3.5,3
Shall We Dance? (2004),3.0,2
Team America: World Police (2004),3.46875,1
Eulogy (2004),3.0,0
P.S. (2004),4.25,0
"Country Girl, The (1954)",3.5,3
"Rose Tattoo, The (1955)",3.5,3
"Fearless Vampire Killers, The (1967)",3.6666666666666665,4
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",4.0,4
Bebe's Kids (1992),1.0,0
Friday Night Lights (2004),3.5625,1
Tarnation (2003),4.0,3
"Final Cut, The (2004)",3.6666666666666665,1
Being Julia (2004),1.75,0
Surviving Christmas (2004),2.75,4
"Grudge, The (2004)",2.3,5
Alfie (2004),2.333333333333333,0
Sideways (2004),3.743589743589744,0
The Machinist (2004),3.986842105263158,3
Vera Drake (2004),3.0,3
Undertow (2004),3.0,2
Saw (2004),3.1818181818181817,5
Ray (2004),3.684210526315789,3
Birth (2004),2.5,1
"Incredibles, The (2004)",3.8360000000000003,1
Callas Forever (2002),3.0,3
"Polar Express, The (2004)",3.136363636363636,2
Kinsey (2004),3.125,3
Seed of Chucky (Child's Play 5) (2004),1.75,4
After the Sunset (2004),3.583333333333333,1
Bridget Jones: The Edge of Reason (2004),3.025,0
Finding Neverland (2004),3.609375,3
National Treasure (2004),3.263157894736842,1
Bad Education (La mala educación) (2004),3.75,3
"SpongeBob SquarePants Movie, The (2004)",3.0,2
Alexander (2004),2.2,1
Christmas with the Kranks (2004),2.5,1
Guerrilla: The Taking of Patty Hearst (2004),4.0,3
Closer (2004),3.71875,3
I Am David (2003),3.0,3
House of Flying Daggers (Shi mian mai fu) (2004),3.52,0
Ocean's Twelve (2004),3.2906976744186047,1
Blade: Trinity (2004),2.8571428571428568,1
Bush's Brain (2004),3.0,2
Damn Yankees! (1958),3.5,0
That's Entertainment (1974),4.0,3
D.A.R.Y.L. (1985),2.0,2
Fire in the Sky (1993),2.0,3
"Invisible Man Returns, The (1940)",2.5,1
Love Me If You Dare (Jeux d'enfants) (2003),4.1,3
Control Room (2004),4.333333333333333,1
"Hunchback of Notre Dame, The (1923)",3.0,2
Sherlock Jr. (1924),3.0,0
"Freshman, The (1925)",4.0,4
Greed (1924),4.0,3
"Jazz Singer, The (1927)",4.0,3
"Steamboat Bill, Jr. (1928)",4.5,4
"Andalusian Dog, An (Chien andalou, Un) (1929)",4.5,3
Little Caesar (1931),4.0,2
Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),0.5,4
Scarface (1932),3.75,2
Dinner at Eight (1933),3.5,0
Gold Diggers of 1933 (1933),3.5,3
"Atalante, L' (1934)",4.5,0
